fichier,ligne,mot_suspect,original,modernise
Nieuhof_ambassade_1665_bpt6k15120824.tsv,179,Dardaniens,"De ces Dardaniens ſortirent ceux qui peu aprés fonderent le Royaume de Troye, qui dura preſque 200. ans juſques à ce que Paris ayant abordé à Sparte avec ſa Flotte, & enlevé Helene femme de Menelaus ſon hoſte, ſur cauſe de cette guerre ſi fameuſe que luy declara Agamemnon, lequel avant aſſemblé une puiſſante Flotte aſſiegea Troye & par Mer & par Terre, & au bout de dix ans la prit & la raſa. ","De ces Dardaniens sortirent ceux qui peu après fondèrent le Royaume de Troie, qui dura presque 200. ans jusques à ce que Pâris ayant abordé à Sparte avec sa Flotte, et enlevé Hélène femme de Ménélaus son hôte, sur cause de cette guerre si fameuse que lui déclara Agamemnon, lequel avant assemblé une puissante Flotte assiégea Troie et par Mer et par Terre, et au bout de dix ans la prit et la rasa. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,179,Ménélaus,"De ces Dardaniens ſortirent ceux qui peu aprés fonderent le Royaume de Troye, qui dura preſque 200. ans juſques à ce que Paris ayant abordé à Sparte avec ſa Flotte, & enlevé Helene femme de Menelaus ſon hoſte, ſur cauſe de cette guerre ſi fameuſe que luy declara Agamemnon, lequel avant aſſemblé une puiſſante Flotte aſſiegea Troye & par Mer & par Terre, & au bout de dix ans la prit & la raſa. ","De ces Dardaniens sortirent ceux qui peu après fondèrent le Royaume de Troie, qui dura presque 200. ans jusques à ce que Pâris ayant abordé à Sparte avec sa Flotte, et enlevé Hélène femme de Ménélaus son hôte, sur cause de cette guerre si fameuse que lui déclara Agamemnon, lequel avant assemblé une puissante Flotte assiégea Troie et par Mer et par Terre, et au bout de dix ans la prit et la rasa. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,182,Dares,Dares 1140. ,Dares 1140. 
Nieuhof_ambassade_1665_bpt6k15120824.tsv,183,Scoliaste,Dion 1200. le Scoliaſte d’Euripide 1170. mais Virgile pour faire un conte rond n’en rapporte que 1000. au 7. l. de l'Eneide. ,Dion 1200. le Scoliaste d'Euripide 1170. mais Virgile pour faire un conte rond n'en rapporte que 1000. au 7. l. de l'Énéide. 
Nieuhof_ambassade_1665_bpt6k15120824.tsv,185,Méoniens,"les Lydiens, Meoniens, & ceux de Chio, voiſins des Troyens, ſe fortifierent ſur Mer, & s’y rendirent ſi redoutables, & ſi puiſſans, qu'au recit d’Euſebe, ils hauſſerent le pavillon, devant lequel un chacun caloit les voiles, & ſe maintinrent en cét eſtat prés de cent ans, juſques à ce que les Grecs Pelagiens (qui demeuroient en la rive oppoſée ſur les extremités de la Macedoine, & les bords de la Theſſalie) emporterent cét honneur apres avoir remporté ſur leurs ennemis pluſieurs victoires, & le conſerverent vaillamment l’eſpace de 85. ans, ſelon l’opinion d’Euſebe, mille ans avant la naiſſance de Chriſt, lors que Salomon commença à regner. ","les Lydiens, Méoniens, et ceux de Chio, voisins des Troyens, se fortifièrent sur Mer, et s'y rendirent si redoutables, et si puissants, qu'au récit d'Eusèbe, ils haussèrent le pavillon, devant lequel un chacun caloit les voiles, et se maintinrent en cet état près de cent ans, jusques à ce que les Grecs Pélagiens (qui demeuraient en la rive opposée sur les extrémités de la Macédoine, et les bords de la Thessalie) emportèrent cet honneur après avoir remporté sur leurs ennemis plusieurs victoires, et le conservèrent vaillamment l'espace de 85. ans, selon l'opinion d'Eusèbe, mille ans avant la naissance de Christ, lors que Salomon commença à régner. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,185,Chio,"les Lydiens, Meoniens, & ceux de Chio, voiſins des Troyens, ſe fortifierent ſur Mer, & s’y rendirent ſi redoutables, & ſi puiſſans, qu'au recit d’Euſebe, ils hauſſerent le pavillon, devant lequel un chacun caloit les voiles, & ſe maintinrent en cét eſtat prés de cent ans, juſques à ce que les Grecs Pelagiens (qui demeuroient en la rive oppoſée ſur les extremités de la Macedoine, & les bords de la Theſſalie) emporterent cét honneur apres avoir remporté ſur leurs ennemis pluſieurs victoires, & le conſerverent vaillamment l’eſpace de 85. ans, ſelon l’opinion d’Euſebe, mille ans avant la naiſſance de Chriſt, lors que Salomon commença à regner. ","les Lydiens, Méoniens, et ceux de Chio, voisins des Troyens, se fortifièrent sur Mer, et s'y rendirent si redoutables, et si puissants, qu'au récit d'Eusèbe, ils haussèrent le pavillon, devant lequel un chacun caloit les voiles, et se maintinrent en cet état près de cent ans, jusques à ce que les Grecs Pélagiens (qui demeuraient en la rive opposée sur les extrémités de la Macédoine, et les bords de la Thessalie) emportèrent cet honneur après avoir remporté sur leurs ennemis plusieurs victoires, et le conservèrent vaillamment l'espace de 85. ans, selon l'opinion d'Eusèbe, mille ans avant la naissance de Christ, lors que Salomon commença à régner. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,185,caloit,"les Lydiens, Meoniens, & ceux de Chio, voiſins des Troyens, ſe fortifierent ſur Mer, & s’y rendirent ſi redoutables, & ſi puiſſans, qu'au recit d’Euſebe, ils hauſſerent le pavillon, devant lequel un chacun caloit les voiles, & ſe maintinrent en cét eſtat prés de cent ans, juſques à ce que les Grecs Pelagiens (qui demeuroient en la rive oppoſée ſur les extremités de la Macedoine, & les bords de la Theſſalie) emporterent cét honneur apres avoir remporté ſur leurs ennemis pluſieurs victoires, & le conſerverent vaillamment l’eſpace de 85. ans, ſelon l’opinion d’Euſebe, mille ans avant la naiſſance de Chriſt, lors que Salomon commença à regner. ","les Lydiens, Méoniens, et ceux de Chio, voisins des Troyens, se fortifièrent sur Mer, et s'y rendirent si redoutables, et si puissants, qu'au récit d'Eusèbe, ils haussèrent le pavillon, devant lequel un chacun caloit les voiles, et se maintinrent en cet état près de cent ans, jusques à ce que les Grecs Pélagiens (qui demeuraient en la rive opposée sur les extrémités de la Macédoine, et les bords de la Thessalie) emportèrent cet honneur après avoir remporté sur leurs ennemis plusieurs victoires, et le conservèrent vaillamment l'espace de 85. ans, selon l'opinion d'Eusèbe, mille ans avant la naissance de Christ, lors que Salomon commença à régner. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,186,É,"Le méme Euſebe tranſporte aprés tout le Commerce, la Navigation, & Seigneurie de la Mer en Thrace, c’eſt à dire en la Coſte Septentrionale de la Mer Egée, où elle dura 89. ans, ſi nous croyons Caſaubon en ſes Notes ſur Polybe, ce quil tomberoit ſous le regne de Jeroboan, environ l’an du Monde 2969. ","Le même Eusèbe transporte après tout le Commerce, la Navigation, et Seigneurie de la Mer en Thrace, c'est à dire en la Côte Septentrionale de la Mer É, où elle dura 89. ans, si nous croyons Casaubon en ses Notes sur Polybe, ce qu’il tomberait sous le règne de Jeroboan, environ l'an du Monde 2969. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,186,Jeroboan,"Le méme Euſebe tranſporte aprés tout le Commerce, la Navigation, & Seigneurie de la Mer en Thrace, c’eſt à dire en la Coſte Septentrionale de la Mer Egée, où elle dura 89. ans, ſi nous croyons Caſaubon en ſes Notes ſur Polybe, ce quil tomberoit ſous le regne de Jeroboan, environ l’an du Monde 2969. ","Le même Eusèbe transporte après tout le Commerce, la Navigation, et Seigneurie de la Mer en Thrace, c'est à dire en la Côte Septentrionale de la Mer É, où elle dura 89. ans, si nous croyons Casaubon en ses Notes sur Polybe, ce qu’il tomberait sous le règne de Jeroboan, environ l'an du Monde 2969. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,187,Achana,"Quelque temps auparavant David fit baſtir une Flotte de Vaiſſeaux à Achana ville d'Arabie, laquelle il envoya tous les ans en l’Iſle d’Urphen, ſituée en la Mer Rouge, pour en rapporter en Judée une grande quantité d’or;","Quelque temps auparavant David fit bâtir une Flotte de Vaisseaux à Achana ville d'Arabie, laquelle il envoya tous les ans en l'Île d'Urphen, située en la Mer Rouge, pour en rapporter en Judée une grande quantité d'or;"
Nieuhof_ambassade_1665_bpt6k15120824.tsv,187,d'Urphen,"Quelque temps auparavant David fit baſtir une Flotte de Vaiſſeaux à Achana ville d'Arabie, laquelle il envoya tous les ans en l’Iſle d’Urphen, ſituée en la Mer Rouge, pour en rapporter en Judée une grande quantité d’or;","Quelque temps auparavant David fit bâtir une Flotte de Vaisseaux à Achana ville d'Arabie, laquelle il envoya tous les ans en l'Île d'Urphen, située en la Mer Rouge, pour en rapporter en Judée une grande quantité d'or;"
Nieuhof_ambassade_1665_bpt6k15120824.tsv,188,Eupolemus,"& non de merveille (diſent Eupolemus & Euſebe) s'il laiſſa à ſon fils Salomon pour la ſeule edification du Temple cent mille talents d’or, & mille mille talents d’argent, outre un tres grand nombre de pierres precieuſes de toutes ſortes (laquelle ſomme revient à trois mille millions d’or à noftre acon de conter) & s’il fit enfermer dans ſon Sepulcre, qui comprenoit huit cellules, ſelon Comeſtor, encore une pareille, ou plus grande ſomme. ","et non de merveille (disent Eupolemus et Eusèbe) s'il laissa à son fils Salomon pour la seule édification du Temple cent mille talents d'or, et mille mille talents d'argent, outre un très grand nombre de pierres précieuses de toutes sortes (laquelle somme revient à trois mille millions d'or à notre acon de conter) et s'il fit enfermer dans son Sépulcre, qui comprenait huit cellules, selon Comestor, encore une pareille, ou plus grande somme. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,188,Comestor,"& non de merveille (diſent Eupolemus & Euſebe) s'il laiſſa à ſon fils Salomon pour la ſeule edification du Temple cent mille talents d’or, & mille mille talents d’argent, outre un tres grand nombre de pierres precieuſes de toutes ſortes (laquelle ſomme revient à trois mille millions d’or à noftre acon de conter) & s’il fit enfermer dans ſon Sepulcre, qui comprenoit huit cellules, ſelon Comeſtor, encore une pareille, ou plus grande ſomme. ","et non de merveille (disent Eupolemus et Eusèbe) s'il laissa à son fils Salomon pour la seule édification du Temple cent mille talents d'or, et mille mille talents d'argent, outre un très grand nombre de pierres précieuses de toutes sortes (laquelle somme revient à trois mille millions d'or à notre acon de conter) et s'il fit enfermer dans son Sépulcre, qui comprenait huit cellules, selon Comestor, encore une pareille, ou plus grande somme. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,191,Tyriens,"A cette occaſion, il tint grand cas des Tyriens, les meilleurs Navigateurs de ſon ſiecle, qui ne trafiquoient pas ſeulement ſur la Mediterranée, mais encore par tout l'Orient, par le moyen des Flottes qu’ils tenoient ſur la Mer rouge és ports de l’Idumée, quoy que ſujette aux Rois de Juda. ","À cette occasion, il tint grand cas des Tyriens, les meilleurs Navigateurs de son siècle, qui ne trafiquaient pas seulement sur la Méditerranée, mais encore par tout l'Orient, par le moyen des Flottes qu'ils tenaient sur la Mer rouge és ports de l'Idumée, quoi que sujette aux Rois de Juda. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,191,és,"A cette occaſion, il tint grand cas des Tyriens, les meilleurs Navigateurs de ſon ſiecle, qui ne trafiquoient pas ſeulement ſur la Mediterranée, mais encore par tout l'Orient, par le moyen des Flottes qu’ils tenoient ſur la Mer rouge és ports de l’Idumée, quoy que ſujette aux Rois de Juda. ","À cette occasion, il tint grand cas des Tyriens, les meilleurs Navigateurs de son siècle, qui ne trafiquaient pas seulement sur la Méditerranée, mais encore par tout l'Orient, par le moyen des Flottes qu'ils tenaient sur la Mer rouge és ports de l'Idumée, quoi que sujette aux Rois de Juda. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,191,l'Idumée,"A cette occaſion, il tint grand cas des Tyriens, les meilleurs Navigateurs de ſon ſiecle, qui ne trafiquoient pas ſeulement ſur la Mediterranée, mais encore par tout l'Orient, par le moyen des Flottes qu’ils tenoient ſur la Mer rouge és ports de l’Idumée, quoy que ſujette aux Rois de Juda. ","À cette occasion, il tint grand cas des Tyriens, les meilleurs Navigateurs de son siècle, qui ne trafiquaient pas seulement sur la Méditerranée, mais encore par tout l'Orient, par le moyen des Flottes qu'ils tenaient sur la Mer rouge és ports de l'Idumée, quoi que sujette aux Rois de Juda. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,192,Joppe,"Il choiſit pour ſon Arcenal de la Marine, Joppe pour la Mediteranée, & Aſiongaber ſur la Mer rouge, pour les voyages d’Ophir. ","Il choisit pour son Arsenal de la Marine, Joppe pour la Méditerranée, et Asiongaber sur la Mer rouge, pour les voyages d'Ophir. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,194,Tyriens,"Ayant donc fait faire en ce lieu pluſieurs Navires, & n’ayant aſſez de gens pour les equiper, il en emprunta du Roy Hiram, voire fit tant que les Flottes des Tyriens, & des Phœniciens allerent de compagnie tous les ans en Ophir avec la ſienne. ","Ayant donc fait faire en ce lieu plusieurs Navires, et n'ayant assez de gens pour les équiper, il en emprunta du Roi Hiram, voire fit tant que les Flottes des Tyriens, et des Phéniciens allèrent de compagnie tous les ans en Ophir avec la sienne. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,194,Ophir,"Ayant donc fait faire en ce lieu pluſieurs Navires, & n’ayant aſſez de gens pour les equiper, il en emprunta du Roy Hiram, voire fit tant que les Flottes des Tyriens, & des Phœniciens allerent de compagnie tous les ans en Ophir avec la ſienne. ","Ayant donc fait faire en ce lieu plusieurs Navires, et n'ayant assez de gens pour les équiper, il en emprunta du Roi Hiram, voire fit tant que les Flottes des Tyriens, et des Phéniciens allèrent de compagnie tous les ans en Ophir avec la sienne. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,198,Pineda,"Le bonheur qui accompagna touſiours cette Flotte, ſans que nous ſachions que jamais il ſoit arrivé quelqude malheur à aucun des Vaiſſeaux, fait que nous ne pouvons douter des inſtructions qu’il leur donnoit, & donne occaſion de croire que tout l’ordre, connoiſſance, & police Navale qui depuis fut gardée par les Mariniers, vient originairement de Salomon, & c’eſt l’Opinion de Pineda au l.4. de rebus Salomonis. ","Le bonheur qui accompagna toujours cette Flotte, sans que nous sachions que jamais il soit arrivé quelque malheur à aucun des Vaisseaux, fait que nous ne pouvons douter des instructions qu'il leur donnait, et donne occasion de croire que tout l'ordre, connaissance, et police Navale qui depuis fut gardée par les Mariniers, vient originairement de Salomon, et c'est l'Opinion de Pineda au l.4. de rebus Salomonis. "
Nieuhof_ambassade_1665_bpt6k15120824.tsv,199,prerogatives,"Les Rhodiens devinrent peu aprés ſi puiſſans ſur Mer, que les Thraces furent contraints de leur ceder, ſelon Strabon, qui dit que Rhodes fur fort long temps Maiſtreſſe de la Mer, & qu'elle la nettoya de Pirates, & ſe conſerva tousjours en l'amitié des Romains, & des autres Rois, qui la laiſſerent vivre en ſa liberté avec des prerogatives tres-honnorables;","Les Rhodiens devinrent peu après si puissants sur Mer, que les Thraces furent contraints de leur céder, selon Strabon, qui dit que Rhodes fur fort long temps Maîtresse de la Mer, et qu'elle la nettoya de Pirates, et se conserva toujours en l'amitié des Romains, et des autres Rois, qui la laissèrent vivre en sa liberté avec des prerogatives très-honorables;"
